scenario,algo,planner_mode,model,episodes,success_rate,success_ci95_low,success_ci95_high,strict_valid_rate,strict_ci95_low,strict_ci95_high,parse_ok_rate,repair_rate,collision_rate,timeout_rate,invalid_route_rate,mean_steps,mean_route_distance,mean_route_turns,mean_semantic_cost,mean_route_score,mean_node_retention,mean_edit_distance,mean_step_parse_ok,mean_step_count,raw_execution_rate,missing_edge_rate,missing_goal_rate,semantic_violation_rate,llm_error_rate
long_horizon,ppo,llm_raw,google_gemma-3-1b,100,0.39,0.300167219319702,0.48797163832501844,0.0,0.0,0.03699480747600191,0.78,0.0,0.39,0.22,0.0,408.33,18.6705068468637,0.49,0.0,27.86131506946526,1.0,0.0,0.0,0.0,1.0,0.77,0.23,0.0,0.0
long_horizon,ppo,llm_raw,google_gemma-4-e4b,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.16,0.23,0.61,563.1282051282051,62.012787276884225,10.35897435897436,0.0,135.72931421866204,0.39,0.0,0.0,0.0,1.0,0.01,0.38,0.0,0.0
long_horizon,ppo,llm_raw,lfm2.5-8b-a1b-mlx,100,0.03,0.010254338223414816,0.08452078080402699,0.0,0.0,0.03699480747600191,0.0,0.0,0.44,0.53,0.0,551.37,97.14551029205015,16.5,0.0,275.11663404664233,1.0,0.0,0.0,0.0,1.0,0.24,0.76,0.0,0.0
long_horizon,ppo,llm_raw,liquid_lfm2.5-1.2b,100,0.02,0.005501852234968178,0.07001316294199367,0.0,0.0,0.03699480747600191,0.91,0.0,0.39,0.59,0.0,698.64,103.34300344212623,23.69,0.0,276.72169119949217,1.0,0.0,0.0,0.0,1.0,0.12,0.78,0.0,0.0
long_horizon,ppo,llm_raw,nvidia_nemotron-3-nano-4b,100,0.01,0.0017673865655472645,0.0544875247609346,0.01,0.0017673865655472645,0.0544875247609346,0.01,0.0,0.48,0.51,0.0,554.29,117.38280118677038,21.22,0.0,307.64454554992574,1.0,0.0,0.0,0.0,0.99,0.1,0.89,0.0,0.0
long_horizon,ppo,llm_raw,qwen_qwen3-1.7b,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.44,0.56,0.0,568.4,98.62645266883892,18.18,0.0,246.10224847066067,1.0,0.0,0.0,0.0,1.0,0.06,0.94,0.0,0.0
long_horizon,ppo,llm_step,HuggingFaceTB__SmolLM2-1.7B,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.03,0.17,0.8,63.5,2.4530984219412417,0.05,0.0,2.928098421941241,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
long_horizon,ppo,llm_step,google_gemma-3-1b,100,0.13,0.07757093858414264,0.20980521894809878,0.24,0.16691211265459965,0.3323251872329213,0.24,0.0,0.11,0.76,0.0,449.74,20.37085939248893,5.82,0.0,33.811359392488946,1.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0
long_horizon,ppo,llm_step,google_gemma-4-e4b,100,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.0,0.0,0.0,0.01,0.99,55.0,2.1810277393926003,0.0,0.0,2.5310277393926004,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
long_horizon,ppo,llm_step,lfm2.5-8b-a1b-mlx,100,0.16,0.10095202349473717,0.24420444558894414,0.21,0.14165549531645788,0.2998014930196232,0.0,0.0,0.07,0.54,0.23,298.23376623376623,11.065331018595066,1.4155844155844155,0.0,15.1952011484652,1.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0
long_horizon,ppo,llm_step,liquid_lfm2.5-1.2b,100,0.73,0.6356769977376873,0.8073053908233518,0.95,0.8882480347279118,0.9784566385436864,0.95,0.0,0.16,0.11,0.0,527.52,19.852529724905224,4.07,0.0,30.430029724905207,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
long_horizon,ppo,llm_step,nvidia_nemotron-3-nano-4b,100,0.71,0.6146092505999207,0.7898529302601586,0.91,0.8377362530335634,0.9519280048361151,0.89,0.0,0.13,0.16,0.0,518.92,19.50430993599118,3.24,0.0,28.195809935991168,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
long_horizon,ppo,llm_step,qwen_qwen3-1.7b,100,0.02,0.005501852234968178,0.07001316294199367,0.06,0.02778574526665662,0.12476968531222507,0.0,0.0,0.05,0.43,0.5,213.72,8.279280884761446,1.08,0.0,11.46928088476145,1.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0
long_horizon,ppo,no_llm,no_llm,100,0.81,0.7222097592919214,0.8748534600729574,0.0,0.0,0.03699480747600191,0.0,0.0,0.1,0.09,0.0,540.75,18.633591106050083,1.5,0.0,24.574591106050057,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_horizon,sac,no_llm,no_llm,100,0.49,0.39421830092386145,0.5865215952256586,0.0,0.0,0.03699480747600191,0.0,0.0,0.13,0.38,0.0,490.88,18.633591106050083,1.5,0.0,24.574591106050057,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semantic_constraint,ppo,llm_raw,google_gemma-3-1b,100,0.38,0.2909744920013438,0.47790426179289663,0.0,0.0,0.03699480747600191,0.79,0.0,0.42,0.2,0.0,369.67,16.144376921998813,0.5,0.0945870655449011,24.258109115790518,1.0,0.0,0.0,0.0,1.0,0.79,0.21,0.0,0.0
